'      號
eiam         專欄作家
eiao 末俗
eiao   兩棲作戰
eiax         未便
eib      死樣子
eibj            未了
eibj        末了
eic            氂
eic1      末席
eicf            末座
eicf       銜枚疾走
eicq           互相切磋
eid       一棟
eid       副標題
eid            從來是
eid0            殊遇
eie    一本
eie0  未遭
eiei     徐徐
eiej           末行
eien      未到
eif        釐
eif            一棒
eif   很樸素
eif0         未達
eifj         互相幫助
eig          孷
eig9        未提
eigc     未把
eigl   未按
eigx            末技
eih2      可想而知
eih8         末頁
eih9     後來居上
eihc          末尾
eihd  得來不易
eihv     待機而動
eii      一株
eii   一棵
eii    死板板
eii  亞松森
eiia    未來
eiie         下樹林街
eiii       互相標榜
eiij    末梢
eij           術
eijl         未妥
eijx      未受
eijy            未然
eik     一根
eik1        末端
eikg          武林高手
eikl  未亡
eikp  兩棲部隊
eikx     殊效
eikx            殊文
eil   嫠
eil  一樓
eild      未婚
eilo        未始
eim 末
eim           正楷體
eim 下標字
eim9     未定
eimf     未用
eimk       平板電視
eimq  未完
eimv          未央
ein       剺
ein     副檔名
einq         未免
eio         一束
eio          一格
eio           一槍
eio   很棒呀
eio 很棒啊
eioi           哥本哈根
eip         副校長
eipj         末期
eiq     一概
eir,         殊功
eire       亞東工專
eirf    徐匯
eiru       未盡
eirue      亞東工業專科學校
eisj      未有
eisl      末世
eit 瓦楞紙
eit5         未幾
eitd         未嘗
eiti            瓦楞紙板
eitr           未經
eitx            徐緩
eiu0  未遂
eiud    末著
eiui    末葉
eiv,         殊勳
eiv2           兩棲動物
eivq       未稅
eiw 一樁
eiwg         末學
eix       釐
eix       一樣
eix     一枚
eix           一枝
eix    一校
eix        未來派
eix2          犛
eixa    斄
eixa          未滿
eixa          未決
eixc        氂
eixf           釐
eixg           孷
eixl        嫠
eixn  剺
eixq  末流
eixs      從來沒有
eixx         漦
eixx        正本清源
eiyi        殊榮
eiz/    未必
eizh          兩相情願
ej           丁
ej  事
ej,         衝力
ej,s           豬朋狗友
ej.          瓦
ej.8    可資
ej.k  行旅
ej.x 天然資源
ej.y    行為
ej/   可愛的
ej/         死腦筋
ej/. 丁等
ej/a          可笑
ej/i         可樂
ej/i  行樂
ej/j  天助自助
ej/o      頭腦簡單
ej0          救助金
ej0f 衝鋒
ej0j 行銷
ej1         可言
ej1/          更勝一籌
ej18     可讀
ej1e  行誼
ej1j   可謂
ej1o     術語
ej1o    行話
ej1q         可說
ej1x   事變
ej1x   衛護
ej1x  可變
ej2     徭
ej2/          事物
ej22        行年
ej22      丁年
ej23            可靠
ej26 求助無門
ej2c   行乞
ej2e     衛生
ej2e     衍生
ej2o       可知
ej2q   事先
ej2w        徭
ej36          行輩
ej3j  行賄
ej3q 可見
ej3z        可悲
ej4l         可要
ej4l           衝要
ej4o       丁點
ej5f 事理
ej5f         衛理
ej6    衙門
ej6       行車
ej6       街車
ej6.          可將
ej6.  行將
ej6. 行狀
ej66        事關
ej6g  衝擊
ej6k          行裝
ej7   一番
ej7,         丁男
ej75        衛國
ej7k    可畏
ej7o    事略
ej7s  可由
ej7s           事由
ej7s    得勝回朝
ej7v       可因
ej8            頂
ej8d          可曾
ej8n 可分
ej9   行止
ej99  行蹤
ej9e            街上
ej9e       衝上
ej9i       惠然肯來
ej9o 街路
ej9r           行距
ej9t     事跡
ej9t    行跡
ej;a     可以
ej;c      可能
ej;z  事態
eja   行人
eja          可人
eja 一臉
eja0          衝進
eja0    行進
eja1         可信
eja1           可佩
eja2          事件
eja2          行伍
eja8           可供
eja8    行貨
ejaa        互助合作
ejan  事例
ejan        衝倒
ejan           可偷
ejap       銜命
ejar   行館
ejax    行使
ejax           事假
ejb,       事務
ejbc     可也
ejbj     行了
ejbu  行騙
ejbx           行駛
ejc          瓦
ejc 天然氣
ejc. 瓦
ejc6           行庫
ejc9          可疑
ejcz       可慮
ejd9          可是
ejde   衛星
ejde          行星
ejdf           衡量
ejdq      衛冕
ejdt     街景
ejdx        術數
ejdx 行數
ejdy           行照
eje         亙
eje          徂
eje,            衝勁
eje    未然形
eje.   可得
eje/    互助街
eje3 可循
eje8           街頭
eje8       行頭
ejej  哥哥
ejej       可行
ejej  行事
ejej         事事
ejej  行行
ejej  可可
ejen      行列
ejen        行刑
ejep        天然瓦斯
ejer      行徑
ejex    事後
ejex    行政
ejex         衙役
ejez   哥德
ejez            可惡
ejf          術士
ejf  衛士
ejf,          行劫
ejf,            事勢
ejf     征服者
ejf.     街坊
ejf            求助者
ejf0 可達
ejf       救助者
ejf4  天翻地覆
ejf9    行走
ejf;           衝去
ejfa       行款
ejfb      衝垮
ejfd     行者
ejfj          衛青
ejfo    可喜
ejfp    行都
ejgf            衝撞
ejgl  可按
ejgl     銜接
ejgo     可攜
ejh     頂
ejh. 可厭
ejh5           衛戍
ejh5    行成
ejh8         頂
ejh8       衛兵
ejhc      銜尾
ejhi       死且不朽
ejho        可否
ejhx           丁憂
eji5    事機
ejid 丁東
ejif   事權
ejig        行李
ejij           天然橡膠
ejin           行刺
ejin          衝刺
ejj    一爭
ejjx            可愛
ejk           一脈
ejk           或然率
ejk.        可就
ejk1         街市
ejk1  事端
ejk5     可望
ejkf   事主
ejkh 惠然之顧
ejkj         至愛親朋
ejko            行商
ejko     行高
ejkq         可親
ejkq    衛視
ejku          行禮
ejkv   往肚裡吞
ejkx       行文
ejlx   可收
ejm,  行家
ejm.  衝突
ejm.      銜冤
ejm. 衝冠
ejm.   丁零
ejm6    行軍
ejm8     事實
ejm;    行竊
ejme  事宜
ejmf       可用
ejmj           丁寧
ejmo           行同
ejmu          事體
ejmz   行憲
ejn           切
ejn    袃
ejn            街角
ejno            銜名
ejnq       可免
ejo     可口
ejo          衝口
ejo8 可貴
ejo8   行員
ejop        可鄙
ejoq        行號
ejoz 可噁
ejp     一腳
ejp,          衛隊
ejp/    衡陽
ejp1   事隔
ejpe  微乎其微
ejpj           可期
ejpj      行期
ejpx            可取
ejpz          可恥
ejq; 可風
ejqx 衝破
ejr       事工
ejr, 事功
ejr0      可選
ejr8 行醫
ejr8  事項
ejrb     可巧
ejrd   行書
ejs8    可真
ejsa   可歎
ejsa   井然有條
ejsc  衢巷
ejsc 井然有序
ejsf  可在
ejsf     行在
ejsj    可有
ejsk            行囊
ejsk   丁艱
ejsp 互爭雄長
ejst   豬腳麵線
ejsx      事故
ejt     徯
ejt3          行省
ejt7        丁當
ejt8 行賞
ejto            銜結
ejtr         行經
ejts      衍繹
ejtv           徯
eju0   街道
eju0      衛道
eju0            可逆
eju5            衍義
ejub 可驚
ejud       衝著
ejui            事業
ejui          行業
ejun      事前
ejuo   行善
ejuq        可觀
ejux 可敬
ejv            徯
ejv,      行動
ejv,  衝動
ejv5   行程
ejvd  丁香
ejvf        丁種
ejvq     行規
ejvs     術科
ejw          徭
ejw   衡山
ejw8            可與
ejwq 哥兒
ejwq   事兒
ejww  衝出
ejx      一股
ejx       可又
ejx.  丁冬
ejx8    行酒
ejxa   可決
ejxk    衝浪
ejxo        衛浴
ejxq 行兇
ejxs  可汗
ejy1       丁烯
ejyo     行營
ejyq     丁烷
ejyu            街燈
ejyy          可燃
ejz        可心
ejz    天然性
ejz1         可怖
ejz2  可憐
ejz8    銜憤
ejzc       求勝心切
ejzd       可怕
ejzd  可惜
ejzd      可憎
ejzf     可怪
ejzj  事情
ejzj            行情
ejzk          可恨
ejzk          銜恨
ejzx          可惱
ek           裂
ek.      徬
ek.           一旁
ek/       德文系
ek/.     很臭
ek0   一夜
ek0   後龍鎮
ek1    一端
ek1   下意識
ek15e            德育護理專科學校
ek19  天祥一路
ek1e            天祥一街
ek1e  德育護專
ek1m            德文詞典
ek2 副產物
ek29         至高無上
ek29      天祥二路
ek2e  天祥二街
ek2t   天衣無縫
ek2u           很短
ek3e           天祥三街
ek3k    再衰三竭
ek6   更新版
ek69  求神問卜
ek6u 裂開
ek78         很圓
ek7s      救亡圖存
ek8   徬
ek8.    徬
ek8k        天龍八部
ek9           天祥路
ek9      行禮路
ek9           德育路
ek93           裂眥
ek;       徹
ek;         天文台
ek;u            天文台道
ek;x          徹
eka  未亡人
eka,     很像
eka4        行商坐賈
ekae    很低
ekao            死亡人員
ekar  未竟全功
ekax 很傻
ekb         正離子
ekbb            天之驕子
ekbs        妻離子散
ekc    一毫
ekc       副主席
ekck            裂痕
ekd        再就是
ekdd        很暗
ekdm       天文數字
eke         互補式
eke      後龍街
eke            德育街
eke        德高街
eke1       求新求變
ekef      事親至孝
ekem    列祖列宗
ekf   往
ekf         可望達
ekf        天文臺
ekf   德意志
ekf       天主教
ekf        得意地
ekf0   很遠
ekf0e  德意志銀行
ekf5       天文地理
ekfe            可望達到
ekfe3           可望達到目的
ekfh   天高地厚
ekfh            可望達成
ekfhs   可望達成共識
ekfpf       德意志聯邦
ekga    更新換代
ekh0     很近
ekh8       豆剖瓜分
ekh9    很不
ekhe      求之不得
ekhhe      可望而不可及
ekhhe          可望而不可即
ekhn        正顏厲色
ekhu     很扁
ekif         很棒
ekiz            很想
ekj         徿
ekj          衒
ekj      很享受
ekjm          德文辭典
ekjs            很胖
ekjv      頂禮膜拜
ekjx    徿
ekk        忀
ekk            一襲
ekk   死亡率
ekk1      得意忘言
ekke     得意忘形
ekkf          未竟之志
ekko       很高
ekko      很辣
ekkq    很亮
ekkv   德高望重
ekla           行禮如儀
eklg   很好
ekls           至親好友
ekm           更衣室
ekm.  可適用於
ekm5           可望實現
ekmm       德文字典
ekn           一刻
ekn 一劑
ekn 很意外
ekn0   很久
ekn2    裂解
ekna   正襟危坐
eknn            很多
eko          忀
eko    裂口
eko      副產品
ekok           忀
ekok;      衛視中文台
ekon       裂嘴
ekp       一部
ekp  一齊
ekp    副社長
ekpk      很長
ekpt            裂隙
ekq2          死裡逃生
ekr.      很弱
ekr; 很強
ekrk 復新工商
ekruk           復新工業商業職業學校
eks           一章
eks2    行之有年
eksf       很難
eksj      很有
eksj  從旁協助
eksk          行之有效
ekt         衒
ekt   很小
ekt  天主堂
ekt/        很少
ekt0 裂縫
ekt7          很細
ektj       衒
ektx         裂紋
eku   平交道
eku6        魂牽夢繫
ekur       很差
ekuv          從旁觀看
ekv      很大
ekv1        下禮拜一
ekv2            下禮拜二
ekv3       下禮拜三
ekv4 下禮拜四
ekv5   下禮拜五
ekv6         下禮拜六
ekv9           元亨利貞
ekvd 很香
ekve 很甜
ekve   下禮拜天
ekvf            很重
ekw            很高興
ekw          天文學
ekwm        天文學家
ekx      徹
ekx  徿
ekx      一文
ekxi  很深
ekxk        很濃
ekxq          兩袖清風
ekxx        得意洋洋
ekxy   很淡
eky           死亡營
ekz    一意
ekza          很快
ekzd      很怕
ekzl    很忙
ekzx 很慢
el            妻
el,   勁
el,   很努力
el.i   未收資本
el0          逕
el11      卍
el4      天婦羅
el5    很好玩
el8         頸
ela            到如今
elan        天怒人怨
elbg         妻子
eld           正好是
ele         未婚妻
elh     鵛
elii    形如槁木
ellg      妻孥
elm   更好用
elmf   妻室
eln        剄
elo    一如
elo   很好呀
eloz          救災中心
elq            巰
elr    頸
elr            巰
elr,    勁
elr            巠
elr   鵛
elr         剄
elr0       逕
elr8 頸
elrh           鵛
elrn           剄
elrq    巰
elsu   天女散花
eluf         徐娘半老
elv   未婚夫
elwq            妻兒
elzc    求好心切
em            正
em,           一家
em,    很用力
em,n   行同狗彘
em,w           天體力學
em.   麗
em.     鸝
em.       邐
em. 酈
em.0           邐
em.a           求過於供
em.c       麗
em.h       鸝
em.p       酈
em/         元宵節
em/        衛塞節
em/1o        天字第一號
em/t  專家系統
em0        邐
em0     一週
em0         一過
em0mj  可容錯電腦
em1      兩
em1           形容詞
em1            下定論
em1a 兩
em1a 專用設備
em1d        事實證明
em25w           天體物理學
em2e 平安無事
em5           可實現
em6            正體版
em6          天安門
em6cf 天安門廣場
em6m  專用軟體
em6o          待字閨中
em7           一幅
em9        一定
em9    事實上
em9   後安路
ema   兩
ema    丙
ema  邴
ema   亞運會
ema            逐客令
emap      邴
emap 平安保險
emas      事實俱在
emb          微電子
emc    麗
emc1  形同虛設
emc5           專案處理
emd  一宿
emd      很容易
emd/d           更容易的是
eme 徖
eme          衕
eme    丁字型
eme      惠安街
eme      德安街
eme1h 頂安街一段
eme2h       頂安街二段
emea           天字頭條
emej      衕
emet         徖
